period,location,sector,sectorDescription,price,consumption,stocks,price-units,consumption-units,stocks-units
2019-Q3,HI,98,Electric Power,,194623,,dollars per short ton,short tons,short tons
2019-Q3,IA,98,Electric Power,26.91,3867416,,dollars per short ton,short tons,short tons
2019-Q3,IL,98,Electric Power,,7896168,,dollars per short ton,short tons,short tons
2019-Q3,IN,98,Electric Power,,8376190.61,,dollars per short ton,short tons,short tons
2019-Q3,KS,98,Electric Power,27.23,3519161,,dollars per short ton,short tons,short tons
2019-Q3,KY,98,Electric Power,41.5,7351841,,dollars per short ton,short tons,short tons
2019-Q3,LA,98,Electric Power,,1804908,,dollars per short ton,short tons,short tons
2019-Q3,MD,98,Electric Power,,1045473,,dollars per short ton,short tons,short tons
2019-Q3,ME,98,Electric Power,,13934,,dollars per short ton,short tons,short tons
2019-Q3,MI,98,Electric Power,,5943554,,dollars per short ton,short tons,short tons
2019-Q3,MN,98,Electric Power,35.23,2767960,,dollars per short ton,short tons,short tons
2019-Q3,MO,98,Electric Power,29.04,8915765,,dollars per short ton,short tons,short tons
2019-Q3,MS,98,Electric Power,,1206585,,dollars per short ton,short tons,short tons
2019-Q3,MT,98,Electric Power,,2720534,,dollars per short ton,short tons,short tons
2019-Q3,NC,98,Electric Power,,4797074,,dollars per short ton,short tons,short tons
2019-Q3,ND,98,Electric Power,20.23,5741926,,dollars per short ton,short tons,short tons
2019-Q3,NE,98,Electric Power,21.01,3849780,,dollars per short ton,short tons,short tons
2019-Q3,NH,98,Electric Power,0,30636,,dollars per short ton,short tons,short tons
2019-Q3,NJ,98,Electric Power,,129339,,dollars per short ton,short tons,short tons
2019-Q3,NM,98,Electric Power,44.75,2512309,,dollars per short ton,short tons,short tons
2019-Q3,NV,98,Electric Power,,459975,,dollars per short ton,short tons,short tons
2019-Q3,NY,98,Electric Power,0,39766,,dollars per short ton,short tons,short tons
2019-Q3,OH,98,Electric Power,,5399938,,dollars per short ton,short tons,short tons
2019-Q3,OK,98,Electric Power,28.43,1689944,,dollars per short ton,short tons,short tons
2019-Q3,OR,98,Electric Power,42.99,548615,,dollars per short ton,short tons,short tons
2019-Q3,PA,98,Electric Power,,4659295,,dollars per short ton,short tons,short tons
2019-Q3,RI,98,Electric Power,0,0,,dollars per short ton,short tons,short tons
2019-Q3,SC,98,Electric Power,,2059198,,dollars per short ton,short tons,short tons
2019-Q3,SD,98,Electric Power,30.11,414691,,dollars per short ton,short tons,short tons
2019-Q3,TN,98,Electric Power,46.2,3589398,,dollars per short ton,short tons,short tons
2019-Q3,TX,98,Electric Power,,17977253,,dollars per short ton,short tons,short tons
2019-Q3,UT,98,Electric Power,43.22,3123087,,dollars per short ton,short tons,short tons
2019-Q3,VA,98,Electric Power,,721621,,dollars per short ton,short tons,short tons
2019-Q3,WA,98,Electric Power,,1553397,,dollars per short ton,short tons,short tons
2019-Q3,WI,98,Electric Power,39.63,4010337,,dollars per short ton,short tons,short tons
2019-Q3,WV,98,Electric Power,52.71,6889015,,dollars per short ton,short tons,short tons
2019-Q3,WY,98,Electric Power,,5997567,,dollars per short ton,short tons,short tons
2019-Q4,AK,1,Electric Utility,52.02,141665,,dollars per short ton,short tons,short tons
2019-Q4,AL,1,Electric Utility,40.49,3555119,,dollars per short ton,short tons,short tons
2019-Q4,AR,1,Electric Utility,33.38,2498641,,dollars per short ton,short tons,short tons
2019-Q4,AZ,1,Electric Utility,40.81,2496674,,dollars per short ton,short tons,short tons
2019-Q4,CO,1,Electric Utility,30.47,3868001,,dollars per short ton,short tons,short tons
2019-Q4,FL,1,Electric Utility,64.02,2395592,,dollars per short ton,short tons,short tons
2019-Q4,GA,1,Electric Utility,51.14,2391976,,dollars per short ton,short tons,short tons
2019-Q4,IA,1,Electric Utility,26.84,2334950,,dollars per short ton,short tons,short tons
2019-Q4,IL,1,Electric Utility,36.82,389393,,dollars per short ton,short tons,short tons
2019-Q4,IN,1,Electric Utility,45.5,6031675.2,,dollars per short ton,short tons,short tons
2019-Q4,KS,1,Electric Utility,27.42,2654792,,dollars per short ton,short tons,short tons
2019-Q4,KY,1,Electric Utility,40.19,5186013,,dollars per short ton,short tons,short tons
2019-Q4,LA,1,Electric Utility,50.1,479186,,dollars per short ton,short tons,short tons
2019-Q4,MI,1,Electric Utility,39.57,4338409,,dollars per short ton,short tons,short tons
2019-Q4,MN,1,Electric Utility,35.26,2422410,,dollars per short ton,short tons,short tons
2019-Q4,MO,1,Electric Utility,29.44,7450527,,dollars per short ton,short tons,short tons
2019-Q4,MS,1,Electric Utility,45.61,127203,,dollars per short ton,short tons,short tons
2019-Q4,MT,1,Electric Utility,23.93,46768,,dollars per short ton,short tons,short tons
2019-Q4,NC,1,Electric Utility,64.86,2596870,,dollars per short ton,short tons,short tons
2019-Q4,ND,1,Electric Utility,22.72,5620410,,dollars per short ton,short tons,short tons
2019-Q4,NE,1,Electric Utility,20.78,3177457,,dollars per short ton,short tons,short tons
2019-Q4,NH,1,Electric Utility,81.59,36822,,dollars per short ton,short tons,short tons
2019-Q4,NJ,1,Electric Utility,0,0,,dollars per short ton,short tons,short tons
2019-Q4,NM,1,Electric Utility,48.26,2063357,,dollars per short ton,short tons,short tons
2019-Q4,NV,1,Electric Utility,57.09,193874,,dollars per short ton,short tons,short tons
2019-Q4,NY,1,Electric Utility,0,0,,dollars per short ton,short tons,short tons
2019-Q4,OH,1,Electric Utility,45.09,659541,,dollars per short ton,short tons,short tons
2019-Q4,OK,1,Electric Utility,29.66,555536,,dollars per short ton,short tons,short tons
2019-Q4,OR,1,Electric Utility,39.69,467658,,dollars per short ton,short tons,short tons
2019-Q4,PA,1,Electric Utility,0,0,,dollars per short ton,short tons,short tons
2019-Q4,SC,1,Electric Utility,78.31,1322262,,dollars per short ton,short tons,short tons
2019-Q4,SD,1,Electric Utility,27.81,392520,,dollars per short ton,short tons,short tons
2019-Q4,TN,1,Electric Utility,47.15,1943515,,dollars per short ton,short tons,short tons
2019-Q4,TX,1,Electric Utility,28.88,4176198,,dollars per short ton,short tons,short tons
2019-Q4,UT,1,Electric Utility,42.89,3118414,,dollars per short ton,short tons,short tons
2019-Q4,VA,1,Electric Utility,62.02,224005,,dollars per short ton,short tons,short tons
2019-Q4,WI,1,Electric Utility,40.03,3247984,,dollars per short ton,short tons,short tons
2019-Q4,WV,1,Electric Utility,52.72,3910527,,dollars per short ton,short tons,short tons
2019-Q4,WY,1,Electric Utility,24.99,5387930,,dollars per short ton,short tons,short tons
2019-Q4,AK,10,Other Industrial,,284,,dollars per short ton,short tons,short tons
2019-Q4,AL,10,Other Industrial,86.98,169511,70426,dollars per short ton,short tons,short tons
2019-Q4,AR,10,Other Industrial,,43146,30226,dollars per short ton,short tons,short tons
2019-Q4,AZ,10,Other Industrial,,67023,32106,dollars per short ton,short tons,short tons
2019-Q4,CA,10,Other Industrial,78.71,373461,122307,dollars per short ton,short tons,short tons
2019-Q4,CO,10,Other Industrial,,35073,27712,dollars per short ton,short tons,short tons
2019-Q4,FL,10,Other Industrial,,62268,97196,dollars per short ton,short tons,short tons
2019-Q4,GA,10,Other Industrial,106.19,76759,103112,dollars per short ton,short tons,short tons
2019-Q4,IA,10,Other Industrial,34.82,586414,163476,dollars per short ton,short tons,short tons
2019-Q4,ID,10,Other Industrial,,37156,222791,dollars per short ton,short tons,short tons
2019-Q4,IL,10,Other Industrial,44.23,631740,119182,dollars per short ton,short tons,short tons
2019-Q4,IN,10,Other Industrial,106.85,514424,312064,dollars per short ton,short tons,short tons
2019-Q4,KS,10,Other Industrial,,15769,18686,dollars per short ton,short tons,short tons
2019-Q4,KY,10,Other Industrial,106.27,159724,32573,dollars per short ton,short tons,short tons
2019-Q4,LA,10,Other Industrial,,46576,5902,dollars per short ton,short tons,short tons
2019-Q4,MA,10,Other Industrial,,789,,dollars per short ton,short tons,short tons
2019-Q4,MD,10,Other Industrial,,103298,9441,dollars per short ton,short tons,short tons
2019-Q4,ME,10,Other Industrial,,4396,609,dollars per short ton,short tons,short tons
2019-Q4,MI,10,Other Industrial,98.78,130341,233148,dollars per short ton,short tons,short tons
2019-Q4,MN,10,Other Industrial,48.45,259304,35388,dollars per short ton,short tons,short tons
2019-Q4,MO,10,Other Industrial,53.44,214852,66154,dollars per short ton,short tons,short tons
2019-Q4,MS,10,Other Industrial,,19037,4035,dollars per short ton,short tons,short tons
2019-Q4,MT,10,Other Industrial,45.95,86757,50957,dollars per short ton,short tons,short tons
2019-Q4,NC,10,Other Industrial,102.7,90769,52838,dollars per short ton,short tons,short tons
2019-Q4,ND,10,Other Industrial,19.68,1419025,155159,dollars per short ton,short tons,short tons
2019-Q4,NE,10,Other Industrial,24.25,264139,43559,dollars per short ton,short tons,short tons
2019-Q4,NM,10,Other Industrial,,11681,3765,dollars per short ton,short tons,short tons
2019-Q4,NV,10,Other Industrial,75.8,74571,34352,dollars per short ton,short tons,short tons
2019-Q4,NY,10,Other Industrial,,89225,77551,dollars per short ton,short tons,short tons
2019-Q4,OH,10,Other Industrial,101.56,107971,25089,dollars per short ton,short tons,short tons
2019-Q4,OK,10,Other Industrial,69.46,60589,107909,dollars per short ton,short tons,short tons
2019-Q4,OR,10,Other Industrial,,35315,6044,dollars per short ton,short tons,short tons
2019-Q4,PA,10,Other Industrial,,105065,156453,dollars per short ton,short tons,short tons
2019-Q4,SC,10,Other Industrial,112.94,38555,54907,dollars per short ton,short tons,short tons
2019-Q4,SD,10,Other Industrial,,51442,39909,dollars per short ton,short tons,short tons
2019-Q4,TN,10,Other Industrial,,296864,94062,dollars per short ton,short tons,short tons
2019-Q4,TX,10,Other Industrial,85.9,115951,180071,dollars per short ton,short tons,short tons
2019-Q4,UT,10,Other Industrial,56.66,102219,57033,dollars per short ton,short tons,short tons
2019-Q4,VA,10,Other Industrial,101.65,103278,59967,dollars per short ton,short tons,short tons
2019-Q4,WA,10,Other Industrial,,21462,7337,dollars per short ton,short tons,short tons
2019-Q4,WI,10,Other Industrial,83.82,195281,149230,dollars per short ton,short tons,short tons
2019-Q4,WV,10,Other Industrial,,86198,85775,dollars per short ton,short tons,short tons
2019-Q4,WY,10,Other Industrial,47.7,404469,109836,dollars per short ton,short tons,short tons
2019-Q4,AR,2,IPP Non-CHP,,614328,,dollars per short ton,short tons,short tons
2019-Q4,CT,2,IPP Non-CHP,,0,,dollars per short ton,short tons,short tons
2019-Q4,DE,2,IPP Non-CHP,,3704,,dollars per short ton,short tons,short tons
2019-Q4,IL,2,IPP Non-CHP,,5937030,,dollars per short ton,short tons,short tons
2019-Q4,IN,2,IPP Non-CHP,,0,,dollars per short ton,short tons,short tons
2019-Q4,LA,2,IPP Non-CHP,,381313,,dollars per short ton,short tons,short tons
2019-Q4,MD,2,IPP Non-CHP,,401055,,dollars per short ton,short tons,short tons
2019-Q4,ME,2,IPP Non-CHP,,0,,dollars per short ton,short tons,short tons
2019-Q4,MS,2,IPP Non-CHP,,363599,,dollars per short ton,short tons,short tons
2019-Q4,MT,2,IPP Non-CHP,,2340908,,dollars per short ton,short tons,short tons
2019-Q4,NC,2,IPP Non-CHP,,5312,,dollars per short ton,short tons,short tons
2019-Q4,NJ,2,IPP Non-CHP,,0,,dollars per short ton,short tons,short tons
2019-Q4,NV,2,IPP Non-CHP,,168339,,dollars per short ton,short tons,short tons
2019-Q4,NY,2,IPP Non-CHP,,0,,dollars per short ton,short tons,short tons
2019-Q4,OH,2,IPP Non-CHP,,3315050,,dollars per short ton,short tons,short tons
2019-Q4,PA,2,IPP Non-CHP,,3897105,,dollars per short ton,short tons,short tons
2019-Q4,RI,2,IPP Non-CHP,,0,,dollars per short ton,short tons,short tons
2019-Q4,TX,2,IPP Non-CHP,,9690340,,dollars per short ton,short tons,short tons
2019-Q4,UT,2,IPP Non-CHP,,93562,,dollars per short ton,short tons,short tons
2019-Q4,VA,2,IPP Non-CHP,,1436,,dollars per short ton,short tons,short tons
2019-Q4,WA,2,IPP Non-CHP,,1646077,,dollars per short ton,short tons,short tons
2019-Q4,WV,2,IPP Non-CHP,,1132125,,dollars per short ton,short tons,short tons
2019-Q4,WY,2,IPP Non-CHP,,131096,,dollars per short ton,short tons,short tons
2019-Q4,AK,3,IPP CHP,,64226,,dollars per short ton,short tons,short tons
2019-Q4,CA,3,IPP CHP,,0,,dollars per short ton,short tons,short tons
2019-Q4,CO,3,IPP CHP,,0,,dollars per short ton,short tons,short tons
2019-Q4,DE,3,IPP CHP,,0,,dollars per short ton,short tons,short tons
2019-Q4,HI,3,IPP CHP,,188568,,dollars per short ton,short tons,short tons
2019-Q4,IN,3,IPP CHP,,574403,,dollars per short ton,short tons,short tons
2019-Q4,MD,3,IPP CHP,,118960,,dollars per short ton,short tons,short tons
2019-Q4,ME,3,IPP CHP,,19920,,dollars per short ton,short tons,short tons
2019-Q4,MI,3,IPP CHP,,65462,,dollars per short ton,short tons,short tons
2019-Q4,MO,3,IPP CHP,,0,,dollars per short ton,short tons,short tons
2019-Q4,NC,3,IPP CHP,,9424,,dollars per short ton,short tons,short tons
2019-Q4,NJ,3,IPP CHP,,125861,,dollars per short ton,short tons,short tons
2019-Q4,OH,3,IPP CHP,,0,,dollars per short ton,short tons,short tons
2019-Q4,PA,3,IPP CHP,,670479,,dollars per short ton,short tons,short tons
2019-Q4,SC,3,IPP CHP,,50428,,dollars per short ton,short tons,short tons
2019-Q4,VA,3,IPP CHP,,25251,,dollars per short ton,short tons,short tons
2019-Q4,WV,3,IPP CHP,,94615,,dollars per short ton,short tons,short tons
2019-Q4,AK,8,Commercial and Institutional,,117301,96913,dollars per short ton,short tons,short tons
2019-Q4,CO,8,Commercial and Institutional,,,691,dollars per short ton,short tons,short tons
2019-Q4,IA,8,Commercial and Institutional,,24345,16539,dollars per short ton,short tons,short tons
2019-Q4,IL,8,Commercial and Institutional,,17809,17379,dollars per short ton,short tons,short tons
2019-Q4,IN,8,Commercial and Institutional,,14287,1201,dollars per short ton,short tons,short tons
2019-Q4,KY,8,Commercial and Institutional,,1285,6667,dollars per short ton,short tons,short tons
2019-Q4,MN,8,Commercial and Institutional,,811,6864,dollars per short ton,short tons,short tons
2019-Q4,MO,8,Commercial and Institutional,,2439,821,dollars per short ton,short tons,short tons
2019-Q4,MT,8,Commercial and Institutional,,494,1720,dollars per short ton,short tons,short tons
2019-Q4,NC,8,Commercial and Institutional,,15428,33183,dollars per short ton,short tons,short tons
2019-Q4,ND,8,Commercial and Institutional,,17790,11309,dollars per short ton,short tons,short tons
2019-Q4,PA,8,Commercial and Institutional,130.16,2506,37333,dollars per short ton,short tons,short tons
2019-Q4,VA,8,Commercial and Institutional,,5466,10141,dollars per short ton,short tons,short tons
2019-Q4,WI,8,Commercial and Institutional,157.96,4493,2877,dollars per short ton,short tons,short tons
2019-Q4,WY,8,Commercial and Institutional,,2249,100,dollars per short ton,short tons,short tons
2019-Q4,AL,9,Coke Plants,,230440,286427,dollars per short ton,short tons,short tons
2019-Q4,IL,9,Coke Plants,,253139,173527,dollars per short ton,short tons,short tons
2019-Q4,IN,9,Coke Plants,,975871,279358,dollars per short ton,short tons,short tons
2019-Q4,MI,9,Coke Plants,,328224,521708,dollars per short ton,short tons,short tons
2019-Q4,OH,9,Coke Plants,140.55,863869,396447,dollars per short ton,short tons,short tons
2019-Q4,PA,9,Coke Plants,,1300215,446214,dollars per short ton,short tons,short tons
2019-Q4,VA,9,Coke Plants,,262034,75392,dollars per short ton,short tons,short tons
2019-Q4,WV,9,Coke Plants,,175059,153878,dollars per short ton,short tons,short tons
2019-Q4,AK,94,Independent Power Producers,0,64226,,dollars per short ton,short tons,short tons
2019-Q4,AR,94,Independent Power Producers,,614328,,dollars per short ton,short tons,short tons
2019-Q4,CA,94,Independent Power Producers,0,0,,dollars per short ton,short tons,short tons
2019-Q4,CO,94,Independent Power Producers,0,0,,dollars per short ton,short tons,short tons
2019-Q4,CT,94,Independent Power Producers,0,0,,dollars per short ton,short tons,short tons
2019-Q4,DE,94,Independent Power Producers,0,3704,,dollars per short ton,short tons,short tons
2019-Q4,HI,94,Independent Power Producers,,188568,,dollars per short ton,short tons,short tons
2019-Q4,IL,94,Independent Power Producers,,5937030,,dollars per short ton,short tons,short tons
2019-Q4,IN,94,Independent Power Producers,,574403,,dollars per short ton,short tons,short tons
2019-Q4,LA,94,Independent Power Producers,,381313,,dollars per short ton,short tons,short tons
2019-Q4,MD,94,Independent Power Producers,,520015,,dollars per short ton,short tons,short tons
2019-Q4,ME,94,Independent Power Producers,,19920,,dollars per short ton,short tons,short tons
