period,location,sector,sectorDescription,price,consumption,stocks,price-units,consumption-units,stocks-units
2019-Q2,AR,2,IPP Non-CHP,,396236,,dollars per short ton,short tons,short tons
2019-Q2,CT,2,IPP Non-CHP,,0,,dollars per short ton,short tons,short tons
2019-Q2,DE,2,IPP Non-CHP,,1757,,dollars per short ton,short tons,short tons
2019-Q2,IL,2,IPP Non-CHP,,5636264,,dollars per short ton,short tons,short tons
2019-Q2,IN,2,IPP Non-CHP,,0,,dollars per short ton,short tons,short tons
2019-Q2,LA,2,IPP Non-CHP,,261181,,dollars per short ton,short tons,short tons
2019-Q2,MD,2,IPP Non-CHP,,294319,,dollars per short ton,short tons,short tons
2019-Q2,ME,2,IPP Non-CHP,,0,,dollars per short ton,short tons,short tons
2019-Q2,MS,2,IPP Non-CHP,,864607,,dollars per short ton,short tons,short tons
2019-Q2,MT,2,IPP Non-CHP,,1352814,,dollars per short ton,short tons,short tons
2019-Q2,NC,2,IPP Non-CHP,,5783,,dollars per short ton,short tons,short tons
2019-Q2,NJ,2,IPP Non-CHP,,0,,dollars per short ton,short tons,short tons
2019-Q2,NV,2,IPP Non-CHP,,98391,,dollars per short ton,short tons,short tons
2019-Q2,NY,2,IPP Non-CHP,,5617,,dollars per short ton,short tons,short tons
2019-Q2,OH,2,IPP Non-CHP,,3950925,,dollars per short ton,short tons,short tons
2019-Q2,PA,2,IPP Non-CHP,,3394809,,dollars per short ton,short tons,short tons
2019-Q2,RI,2,IPP Non-CHP,,0,,dollars per short ton,short tons,short tons
2019-Q2,TX,2,IPP Non-CHP,,9582921,,dollars per short ton,short tons,short tons
2019-Q2,UT,2,IPP Non-CHP,,96015,,dollars per short ton,short tons,short tons
2019-Q2,VA,2,IPP Non-CHP,,6627,,dollars per short ton,short tons,short tons
2019-Q2,WA,2,IPP Non-CHP,,240072,,dollars per short ton,short tons,short tons
2019-Q2,WV,2,IPP Non-CHP,,757328,,dollars per short ton,short tons,short tons
2019-Q2,WY,2,IPP Non-CHP,,126764,,dollars per short ton,short tons,short tons
2019-Q2,AK,3,IPP CHP,,47990,,dollars per short ton,short tons,short tons
2019-Q2,AL,3,IPP CHP,,0,,dollars per short ton,short tons,short tons
2019-Q2,CA,3,IPP CHP,,0,,dollars per short ton,short tons,short tons
2019-Q2,CO,3,IPP CHP,,0,,dollars per short ton,short tons,short tons
2019-Q2,DE,3,IPP CHP,,0,,dollars per short ton,short tons,short tons
2019-Q2,HI,3,IPP CHP,,168607,,dollars per short ton,short tons,short tons
2019-Q2,IN,3,IPP CHP,,387327,,dollars per short ton,short tons,short tons
2019-Q2,MD,3,IPP CHP,,140183,,dollars per short ton,short tons,short tons
2019-Q2,ME,3,IPP CHP,,11489,,dollars per short ton,short tons,short tons
2019-Q2,MI,3,IPP CHP,,48110,,dollars per short ton,short tons,short tons
2019-Q2,MO,3,IPP CHP,,0,,dollars per short ton,short tons,short tons
2019-Q2,NC,3,IPP CHP,,12827,,dollars per short ton,short tons,short tons
2019-Q2,NJ,3,IPP CHP,,120444,,dollars per short ton,short tons,short tons
2019-Q2,OH,3,IPP CHP,,0,,dollars per short ton,short tons,short tons
2019-Q2,PA,3,IPP CHP,,752722,,dollars per short ton,short tons,short tons
2019-Q2,SC,3,IPP CHP,,55357,,dollars per short ton,short tons,short tons
2019-Q2,VA,3,IPP CHP,,95523,,dollars per short ton,short tons,short tons
2019-Q2,WV,3,IPP CHP,,94177,,dollars per short ton,short tons,short tons
2019-Q2,AK,8,Commercial and Institutional,,98246,75006,dollars per short ton,short tons,short tons
2019-Q2,CO,8,Commercial and Institutional,,,691,dollars per short ton,short tons,short tons
2019-Q2,IA,8,Commercial and Institutional,,19626,12602,dollars per short ton,short tons,short tons
2019-Q2,IL,8,Commercial and Institutional,,22115,19485,dollars per short ton,short tons,short tons
2019-Q2,IN,8,Commercial and Institutional,,15863,3061,dollars per short ton,short tons,short tons
2019-Q2,KY,8,Commercial and Institutional,,1846,6708,dollars per short ton,short tons,short tons
2019-Q2,MN,8,Commercial and Institutional,,517,6324,dollars per short ton,short tons,short tons
2019-Q2,MO,8,Commercial and Institutional,,217,106,dollars per short ton,short tons,short tons
2019-Q2,MT,8,Commercial and Institutional,,144,702,dollars per short ton,short tons,short tons
2019-Q2,NC,8,Commercial and Institutional,,9458,23422,dollars per short ton,short tons,short tons
2019-Q2,ND,8,Commercial and Institutional,,5900,5399,dollars per short ton,short tons,short tons
2019-Q2,PA,8,Commercial and Institutional,,1115,36759,dollars per short ton,short tons,short tons
2019-Q2,VA,8,Commercial and Institutional,,643,6750,dollars per short ton,short tons,short tons
2019-Q2,WI,8,Commercial and Institutional,,106,1650,dollars per short ton,short tons,short tons
2019-Q2,WY,8,Commercial and Institutional,,172,100,dollars per short ton,short tons,short tons
2019-Q2,AL,9,Coke Plants,,243419,214408,dollars per short ton,short tons,short tons
2019-Q2,IL,9,Coke Plants,,247949,248918,dollars per short ton,short tons,short tons
2019-Q2,IN,9,Coke Plants,,988887,409311,dollars per short ton,short tons,short tons
2019-Q2,MI,9,Coke Plants,,359588,226918,dollars per short ton,short tons,short tons
2019-Q2,OH,9,Coke Plants,149.38,911205,386528,dollars per short ton,short tons,short tons
2019-Q2,PA,9,Coke Plants,,1496325,594247,dollars per short ton,short tons,short tons
2019-Q2,VA,9,Coke Plants,,258962,58008,dollars per short ton,short tons,short tons
2019-Q2,WV,9,Coke Plants,,153561,157678,dollars per short ton,short tons,short tons
2019-Q2,AK,94,Independent Power Producers,0,47990,,dollars per short ton,short tons,short tons
2019-Q2,AL,94,Independent Power Producers,0,0,,dollars per short ton,short tons,short tons
2019-Q2,AR,94,Independent Power Producers,,396236,,dollars per short ton,short tons,short tons
2019-Q2,CA,94,Independent Power Producers,0,0,,dollars per short ton,short tons,short tons
2019-Q2,CO,94,Independent Power Producers,0,0,,dollars per short ton,short tons,short tons
2019-Q2,CT,94,Independent Power Producers,0,0,,dollars per short ton,short tons,short tons
2019-Q2,DE,94,Independent Power Producers,0,1757,,dollars per short ton,short tons,short tons
2019-Q2,HI,94,Independent Power Producers,,168607,,dollars per short ton,short tons,short tons
2019-Q2,IL,94,Independent Power Producers,,5636264,,dollars per short ton,short tons,short tons
2019-Q2,IN,94,Independent Power Producers,,387327,,dollars per short ton,short tons,short tons
2019-Q2,LA,94,Independent Power Producers,,261181,,dollars per short ton,short tons,short tons
2019-Q2,MD,94,Independent Power Producers,65.13,434502,,dollars per short ton,short tons,short tons
2019-Q2,ME,94,Independent Power Producers,,11489,,dollars per short ton,short tons,short tons
2019-Q2,MI,94,Independent Power Producers,,48110,,dollars per short ton,short tons,short tons
2019-Q2,MO,94,Independent Power Producers,0,0,,dollars per short ton,short tons,short tons
2019-Q2,MS,94,Independent Power Producers,,864607,,dollars per short ton,short tons,short tons
2019-Q2,MT,94,Independent Power Producers,,1352814,,dollars per short ton,short tons,short tons
2019-Q2,NC,94,Independent Power Producers,,18610,,dollars per short ton,short tons,short tons
2019-Q2,NJ,94,Independent Power Producers,,120444,,dollars per short ton,short tons,short tons
2019-Q2,NV,94,Independent Power Producers,,98391,,dollars per short ton,short tons,short tons
2019-Q2,NY,94,Independent Power Producers,0,5617,,dollars per short ton,short tons,short tons
2019-Q2,OH,94,Independent Power Producers,,3950925,,dollars per short ton,short tons,short tons
2019-Q2,PA,94,Independent Power Producers,,4147531,,dollars per short ton,short tons,short tons
2019-Q2,RI,94,Independent Power Producers,0,0,,dollars per short ton,short tons,short tons
2019-Q2,SC,94,Independent Power Producers,,55357,,dollars per short ton,short tons,short tons
2019-Q2,TX,94,Independent Power Producers,,9582921,,dollars per short ton,short tons,short tons
2019-Q2,UT,94,Independent Power Producers,0,96015,,dollars per short ton,short tons,short tons
2019-Q2,VA,94,Independent Power Producers,,102150,,dollars per short ton,short tons,short tons
2019-Q2,WA,94,Independent Power Producers,,240072,,dollars per short ton,short tons,short tons
2019-Q2,WV,94,Independent Power Producers,46.16,851505,,dollars per short ton,short tons,short tons
2019-Q2,WY,94,Independent Power Producers,,126764,,dollars per short ton,short tons,short tons
2019-Q2,AK,98,Electric Power,47.57,147554,,dollars per short ton,short tons,short tons
2019-Q2,AL,98,Electric Power,46.02,2966171,,dollars per short ton,short tons,short tons
2019-Q2,AR,98,Electric Power,,2743744,,dollars per short ton,short tons,short tons
2019-Q2,AZ,98,Electric Power,52.52,2658010,,dollars per short ton,short tons,short tons
2019-Q2,CA,98,Electric Power,0,0,,dollars per short ton,short tons,short tons
2019-Q2,CO,98,Electric Power,33.11,2995276,,dollars per short ton,short tons,short tons
2019-Q2,CT,98,Electric Power,0,0,,dollars per short ton,short tons,short tons
2019-Q2,DE,98,Electric Power,0,1757,,dollars per short ton,short tons,short tons
2019-Q2,FL,98,Electric Power,69.08,2437164,,dollars per short ton,short tons,short tons
2019-Q2,GA,98,Electric Power,52.96,3975153,,dollars per short ton,short tons,short tons
2019-Q2,HI,98,Electric Power,,168607,,dollars per short ton,short tons,short tons
2019-Q2,IA,98,Electric Power,27.02,2538640,,dollars per short ton,short tons,short tons
2019-Q2,IL,98,Electric Power,,6038462,,dollars per short ton,short tons,short tons
2019-Q2,IN,98,Electric Power,,7261721.37,,dollars per short ton,short tons,short tons
2019-Q2,KS,98,Electric Power,27.67,2138252,,dollars per short ton,short tons,short tons
2019-Q2,KY,98,Electric Power,42.96,5723891,,dollars per short ton,short tons,short tons
2019-Q2,LA,98,Electric Power,,1283114,,dollars per short ton,short tons,short tons
2019-Q2,MD,98,Electric Power,65.13,434502,,dollars per short ton,short tons,short tons
2019-Q2,ME,98,Electric Power,,11489,,dollars per short ton,short tons,short tons
2019-Q2,MI,98,Electric Power,,4958645,,dollars per short ton,short tons,short tons
2019-Q2,MN,98,Electric Power,35.53,2485983,,dollars per short ton,short tons,short tons
2019-Q2,MO,98,Electric Power,29.5,7271267,,dollars per short ton,short tons,short tons
2019-Q2,MS,98,Electric Power,,1311786,,dollars per short ton,short tons,short tons
2019-Q2,MT,98,Electric Power,,1413780,,dollars per short ton,short tons,short tons
2019-Q2,NC,98,Electric Power,,2834052,,dollars per short ton,short tons,short tons
2019-Q2,ND,98,Electric Power,21.79,4115586,,dollars per short ton,short tons,short tons
2019-Q2,NE,98,Electric Power,21.15,2533604,,dollars per short ton,short tons,short tons
2019-Q2,NH,98,Electric Power,74.76,16905,,dollars per short ton,short tons,short tons
2019-Q2,NJ,98,Electric Power,,120444,,dollars per short ton,short tons,short tons
2019-Q2,NM,98,Electric Power,46.41,1686279,,dollars per short ton,short tons,short tons
2019-Q2,NV,98,Electric Power,,225235,,dollars per short ton,short tons,short tons
2019-Q2,NY,98,Electric Power,0,5617,,dollars per short ton,short tons,short tons
2019-Q2,OH,98,Electric Power,,4388345,,dollars per short ton,short tons,short tons
2019-Q2,OK,98,Electric Power,29.8,1143405,,dollars per short ton,short tons,short tons
2019-Q2,OR,98,Electric Power,37.62,40,,dollars per short ton,short tons,short tons
2019-Q2,PA,98,Electric Power,,4147531,,dollars per short ton,short tons,short tons
2019-Q2,RI,98,Electric Power,0,0,,dollars per short ton,short tons,short tons
2019-Q2,SC,98,Electric Power,,1544961,,dollars per short ton,short tons,short tons
2019-Q2,SD,98,Electric Power,28.26,368553,,dollars per short ton,short tons,short tons
2019-Q2,TN,98,Electric Power,49.37,1991252,,dollars per short ton,short tons,short tons
2019-Q2,TX,98,Electric Power,,15464589,,dollars per short ton,short tons,short tons
2019-Q2,UT,98,Electric Power,43.56,2280542,,dollars per short ton,short tons,short tons
2019-Q2,VA,98,Electric Power,,492267,,dollars per short ton,short tons,short tons
2019-Q2,WA,98,Electric Power,,240072,,dollars per short ton,short tons,short tons
2019-Q2,WI,98,Electric Power,40.03,3264653,,dollars per short ton,short tons,short tons
2019-Q2,WV,98,Electric Power,51.42,5719781,,dollars per short ton,short tons,short tons
2019-Q2,WY,98,Electric Power,,4221849,,dollars per short ton,short tons,short tons
2019-Q3,AK,1,Electric Utility,52.14,115329,,dollars per short ton,short tons,short tons
2019-Q3,AL,1,Electric Utility,43.56,4040451,,dollars per short ton,short tons,short tons
2019-Q3,AR,1,Electric Utility,32.84,3628420,,dollars per short ton,short tons,short tons
2019-Q3,AZ,1,Electric Utility,49.29,4219017,,dollars per short ton,short tons,short tons
2019-Q3,CO,1,Electric Utility,32.54,3750589,,dollars per short ton,short tons,short tons
2019-Q3,FL,1,Electric Utility,66.75,2763394,,dollars per short ton,short tons,short tons
2019-Q3,GA,1,Electric Utility,54.17,4528737,,dollars per short ton,short tons,short tons
2019-Q3,IA,1,Electric Utility,26.91,3867416,,dollars per short ton,short tons,short tons
2019-Q3,IL,1,Electric Utility,36.74,519826,,dollars per short ton,short tons,short tons
2019-Q3,IN,1,Electric Utility,47.03,7747160.61,,dollars per short ton,short tons,short tons
2019-Q3,KS,1,Electric Utility,27.23,3519161,,dollars per short ton,short tons,short tons
2019-Q3,KY,1,Electric Utility,41.5,7351841,,dollars per short ton,short tons,short tons
2019-Q3,LA,1,Electric Utility,48.59,1707049,,dollars per short ton,short tons,short tons
2019-Q3,MI,1,Electric Utility,38.85,5875640,,dollars per short ton,short tons,short tons
2019-Q3,MN,1,Electric Utility,35.23,2767960,,dollars per short ton,short tons,short tons
2019-Q3,MO,1,Electric Utility,29.04,8915765,,dollars per short ton,short tons,short tons
2019-Q3,MS,1,Electric Utility,55.84,506702,,dollars per short ton,short tons,short tons
2019-Q3,MT,1,Electric Utility,26.02,76109,,dollars per short ton,short tons,short tons
2019-Q3,NC,1,Electric Utility,66.38,4782862,,dollars per short ton,short tons,short tons
2019-Q3,ND,1,Electric Utility,20.23,5741926,,dollars per short ton,short tons,short tons
2019-Q3,NE,1,Electric Utility,21.01,3849780,,dollars per short ton,short tons,short tons
2019-Q3,NH,1,Electric Utility,0,30636,,dollars per short ton,short tons,short tons
2019-Q3,NJ,1,Electric Utility,0,0,,dollars per short ton,short tons,short tons
2019-Q3,NM,1,Electric Utility,44.75,2512309,,dollars per short ton,short tons,short tons
2019-Q3,NV,1,Electric Utility,57.03,294184,,dollars per short ton,short tons,short tons
2019-Q3,NY,1,Electric Utility,0,0,,dollars per short ton,short tons,short tons
2019-Q3,OH,1,Electric Utility,44.87,708870,,dollars per short ton,short tons,short tons
2019-Q3,OK,1,Electric Utility,28.43,1689944,,dollars per short ton,short tons,short tons
2019-Q3,OR,1,Electric Utility,42.99,548615,,dollars per short ton,short tons,short tons
2019-Q3,PA,1,Electric Utility,0,0,,dollars per short ton,short tons,short tons
2019-Q3,SC,1,Electric Utility,77.41,2011095,,dollars per short ton,short tons,short tons
2019-Q3,SD,1,Electric Utility,30.11,414691,,dollars per short ton,short tons,short tons
2019-Q3,TN,1,Electric Utility,46.2,3589398,,dollars per short ton,short tons,short tons
2019-Q3,TX,1,Electric Utility,31.51,7006008,,dollars per short ton,short tons,short tons
2019-Q3,UT,1,Electric Utility,43.21,3022928,,dollars per short ton,short tons,short tons
2019-Q3,VA,1,Electric Utility,59.48,671724,,dollars per short ton,short tons,short tons
2019-Q3,WI,1,Electric Utility,39.63,4010337,,dollars per short ton,short tons,short tons
2019-Q3,WV,1,Electric Utility,53.72,5396394,,dollars per short ton,short tons,short tons
2019-Q3,WY,1,Electric Utility,27.68,5860213,,dollars per short ton,short tons,short tons
2019-Q3,AK,10,Other Industrial,,284,,dollars per short ton,short tons,short tons
2019-Q3,AL,10,Other Industrial,91.9,192059,79863,dollars per short ton,short tons,short tons
2019-Q3,AR,10,Other Industrial,,41363,35822,dollars per short ton,short tons,short tons
2019-Q3,AZ,10,Other Industrial,,75329,58813,dollars per short ton,short tons,short tons
2019-Q3,CA,10,Other Industrial,80.36,246174,115265,dollars per short ton,short tons,short tons
2019-Q3,CO,10,Other Industrial,,35913,22730,dollars per short ton,short tons,short tons
2019-Q3,FL,10,Other Industrial,113.22,110156,128505,dollars per short ton,short tons,short tons
2019-Q3,GA,10,Other Industrial,107.25,69093,82645,dollars per short ton,short tons,short tons
2019-Q3,IA,10,Other Industrial,36.26,567816,151647,dollars per short ton,short tons,short tons
2019-Q3,ID,10,Other Industrial,110.49,13617,236519,dollars per short ton,short tons,short tons
2019-Q3,IL,10,Other Industrial,45.15,636790,119400,dollars per short ton,short tons,short tons
2019-Q3,IN,10,Other Industrial,109.17,476478,207946,dollars per short ton,short tons,short tons
2019-Q3,KS,10,Other Industrial,,19607,22715,dollars per short ton,short tons,short tons
2019-Q3,KY,10,Other Industrial,106.52,151559,32856,dollars per short ton,short tons,short tons
2019-Q3,LA,10,Other Industrial,,51761,4627,dollars per short ton,short tons,short tons
2019-Q3,MA,10,Other Industrial,,553,530,dollars per short ton,short tons,short tons
2019-Q3,MD,10,Other Industrial,,102301,13575,dollars per short ton,short tons,short tons
2019-Q3,ME,10,Other Industrial,,4112,450,dollars per short ton,short tons,short tons
2019-Q3,MI,10,Other Industrial,90.89,135479,209144,dollars per short ton,short tons,short tons
2019-Q3,MN,10,Other Industrial,48.18,168277,35806,dollars per short ton,short tons,short tons
2019-Q3,MO,10,Other Industrial,53.67,226193,82062,dollars per short ton,short tons,short tons
2019-Q3,MT,10,Other Industrial,58.04,31377,44028,dollars per short ton,short tons,short tons
2019-Q3,NC,10,Other Industrial,98.66,78523,49687,dollars per short ton,short tons,short tons
2019-Q3,ND,10,Other Industrial,19.13,1448783,108544,dollars per short ton,short tons,short tons
2019-Q3,NE,10,Other Industrial,23.5,240890,42966,dollars per short ton,short tons,short tons
2019-Q3,NM,10,Other Industrial,,18212,3414,dollars per short ton,short tons,short tons
2019-Q3,NV,10,Other Industrial,77.61,70436,31272,dollars per short ton,short tons,short tons
2019-Q3,NY,10,Other Industrial,,104092,88706,dollars per short ton,short tons,short tons
2019-Q3,OH,10,Other Industrial,104.61,105969,27349,dollars per short ton,short tons,short tons
2019-Q3,OK,10,Other Industrial,88.32,58232,86442,dollars per short ton,short tons,short tons
2019-Q3,OR,10,Other Industrial,,,29626,dollars per short ton,short tons,short tons
2019-Q3,PA,10,Other Industrial,,124083,151863,dollars per short ton,short tons,short tons
2019-Q3,SC,10,Other Industrial,102.82,30487,74126,dollars per short ton,short tons,short tons
2019-Q3,SD,10,Other Industrial,,58958,57280,dollars per short ton,short tons,short tons
2019-Q3,TN,10,Other Industrial,91.41,316304,79351,dollars per short ton,short tons,short tons
2019-Q3,TX,10,Other Industrial,79.72,131065,208733,dollars per short ton,short tons,short tons
2019-Q3,UT,10,Other Industrial,56.73,100349,49731,dollars per short ton,short tons,short tons
2019-Q3,VA,10,Other Industrial,97.91,107093,52287,dollars per short ton,short tons,short tons
2019-Q3,WA,10,Other Industrial,,17245,7239,dollars per short ton,short tons,short tons
2019-Q3,WI,10,Other Industrial,84.29,173782,108282,dollars per short ton,short tons,short tons
2019-Q3,WV,10,Other Industrial,,81338,89855,dollars per short ton,short tons,short tons
2019-Q3,WY,10,Other Industrial,48.64,383656,136658,dollars per short ton,short tons,short tons
2019-Q3,AR,2,IPP Non-CHP,,639852,,dollars per short ton,short tons,short tons
2019-Q3,CT,2,IPP Non-CHP,,1745,,dollars per short ton,short tons,short tons
2019-Q3,DE,2,IPP Non-CHP,,54318,,dollars per short ton,short tons,short tons
2019-Q3,IL,2,IPP Non-CHP,,7376342,,dollars per short ton,short tons,short tons
2019-Q3,IN,2,IPP Non-CHP,,0,,dollars per short ton,short tons,short tons
2019-Q3,LA,2,IPP Non-CHP,,97859,,dollars per short ton,short tons,short tons
2019-Q3,MD,2,IPP Non-CHP,,891527,,dollars per short ton,short tons,short tons
2019-Q3,ME,2,IPP Non-CHP,,0,,dollars per short ton,short tons,short tons
2019-Q3,MS,2,IPP Non-CHP,,699883,,dollars per short ton,short tons,short tons
2019-Q3,MT,2,IPP Non-CHP,,2644425,,dollars per short ton,short tons,short tons
2019-Q3,NC,2,IPP Non-CHP,,5489,,dollars per short ton,short tons,short tons
2019-Q3,NJ,2,IPP Non-CHP,,0,,dollars per short ton,short tons,short tons
2019-Q3,NV,2,IPP Non-CHP,,165791,,dollars per short ton,short tons,short tons
2019-Q3,NY,2,IPP Non-CHP,,39766,,dollars per short ton,short tons,short tons
2019-Q3,OH,2,IPP Non-CHP,,4691068,,dollars per short ton,short tons,short tons
2019-Q3,PA,2,IPP Non-CHP,,3870702,,dollars per short ton,short tons,short tons
2019-Q3,RI,2,IPP Non-CHP,,0,,dollars per short ton,short tons,short tons
2019-Q3,TX,2,IPP Non-CHP,,10971245,,dollars per short ton,short tons,short tons
2019-Q3,UT,2,IPP Non-CHP,,100159,,dollars per short ton,short tons,short tons
2019-Q3,VA,2,IPP Non-CHP,,2281,,dollars per short ton,short tons,short tons
2019-Q3,WA,2,IPP Non-CHP,,1553397,,dollars per short ton,short tons,short tons
2019-Q3,WV,2,IPP Non-CHP,,1405555,,dollars per short ton,short tons,short tons
2019-Q3,WY,2,IPP Non-CHP,,137354,,dollars per short ton,short tons,short tons
2019-Q3,AK,3,IPP CHP,,51667,,dollars per short ton,short tons,short tons
2019-Q3,AL,3,IPP CHP,,0,,dollars per short ton,short tons,short tons
2019-Q3,CA,3,IPP CHP,,0,,dollars per short ton,short tons,short tons
2019-Q3,CO,3,IPP CHP,,0,,dollars per short ton,short tons,short tons
2019-Q3,DE,3,IPP CHP,,0,,dollars per short ton,short tons,short tons
2019-Q3,HI,3,IPP CHP,,194623,,dollars per short ton,short tons,short tons
2019-Q3,IN,3,IPP CHP,,629030,,dollars per short ton,short tons,short tons
2019-Q3,MD,3,IPP CHP,,153946,,dollars per short ton,short tons,short tons
2019-Q3,ME,3,IPP CHP,,13934,,dollars per short ton,short tons,short tons
2019-Q3,MI,3,IPP CHP,,67914,,dollars per short ton,short tons,short tons
2019-Q3,MO,3,IPP CHP,,0,,dollars per short ton,short tons,short tons
2019-Q3,NC,3,IPP CHP,,8723,,dollars per short ton,short tons,short tons
2019-Q3,NJ,3,IPP CHP,,129339,,dollars per short ton,short tons,short tons
2019-Q3,OH,3,IPP CHP,,0,,dollars per short ton,short tons,short tons
2019-Q3,PA,3,IPP CHP,,788593,,dollars per short ton,short tons,short tons
2019-Q3,SC,3,IPP CHP,,48103,,dollars per short ton,short tons,short tons
2019-Q3,VA,3,IPP CHP,,47616,,dollars per short ton,short tons,short tons
2019-Q3,WV,3,IPP CHP,,87066,,dollars per short ton,short tons,short tons
2019-Q3,AK,8,Commercial and Institutional,,86842,100375,dollars per short ton,short tons,short tons
2019-Q3,CO,8,Commercial and Institutional,,,691,dollars per short ton,short tons,short tons
2019-Q3,IA,8,Commercial and Institutional,,24767,11568,dollars per short ton,short tons,short tons
2019-Q3,IL,8,Commercial and Institutional,,21439,16876,dollars per short ton,short tons,short tons
2019-Q3,IN,8,Commercial and Institutional,,13015,1436,dollars per short ton,short tons,short tons
2019-Q3,KY,8,Commercial and Institutional,,,6708,dollars per short ton,short tons,short tons
2019-Q3,MN,8,Commercial and Institutional,,,6324,dollars per short ton,short tons,short tons
2019-Q3,MO,8,Commercial and Institutional,,108,,dollars per short ton,short tons,short tons
2019-Q3,MT,8,Commercial and Institutional,,,1711,dollars per short ton,short tons,short tons
2019-Q3,NC,8,Commercial and Institutional,,6530,28512,dollars per short ton,short tons,short tons
2019-Q3,ND,8,Commercial and Institutional,,,8062,dollars per short ton,short tons,short tons
2019-Q3,PA,8,Commercial and Institutional,,15,36744,dollars per short ton,short tons,short tons
2019-Q3,VA,8,Commercial and Institutional,,523,8618,dollars per short ton,short tons,short tons
2019-Q3,WI,8,Commercial and Institutional,,,1650,dollars per short ton,short tons,short tons
2019-Q3,WY,8,Commercial and Institutional,,292,100,dollars per short ton,short tons,short tons
2019-Q3,AL,9,Coke Plants,,231806,244831,dollars per short ton,short tons,short tons
2019-Q3,IL,9,Coke Plants,,253862,190230,dollars per short ton,short tons,short tons
2019-Q3,IN,9,Coke Plants,,970411,349789,dollars per short ton,short tons,short tons
2019-Q3,MI,9,Coke Plants,,332036,358002,dollars per short ton,short tons,short tons
2019-Q3,OH,9,Coke Plants,141.12,886078,443051,dollars per short ton,short tons,short tons
2019-Q3,PA,9,Coke Plants,,1350526,641711,dollars per short ton,short tons,short tons
2019-Q3,VA,9,Coke Plants,,261212,82485,dollars per short ton,short tons,short tons
2019-Q3,WV,9,Coke Plants,,168958,152730,dollars per short ton,short tons,short tons
2019-Q3,AK,94,Independent Power Producers,0,51667,,dollars per short ton,short tons,short tons
2019-Q3,AL,94,Independent Power Producers,0,0,,dollars per short ton,short tons,short tons
2019-Q3,AR,94,Independent Power Producers,,639852,,dollars per short ton,short tons,short tons
2019-Q3,CA,94,Independent Power Producers,0,0,,dollars per short ton,short tons,short tons
2019-Q3,CO,94,Independent Power Producers,0,0,,dollars per short ton,short tons,short tons
2019-Q3,CT,94,Independent Power Producers,0,1745,,dollars per short ton,short tons,short tons
2019-Q3,DE,94,Independent Power Producers,0,54318,,dollars per short ton,short tons,short tons
2019-Q3,HI,94,Independent Power Producers,,194623,,dollars per short ton,short tons,short tons
2019-Q3,IL,94,Independent Power Producers,,7376342,,dollars per short ton,short tons,short tons
2019-Q3,IN,94,Independent Power Producers,,629030,,dollars per short ton,short tons,short tons
2019-Q3,LA,94,Independent Power Producers,,97859,,dollars per short ton,short tons,short tons
2019-Q3,MD,94,Independent Power Producers,,1045473,,dollars per short ton,short tons,short tons
2019-Q3,ME,94,Independent Power Producers,,13934,,dollars per short ton,short tons,short tons
2019-Q3,MI,94,Independent Power Producers,,67914,,dollars per short ton,short tons,short tons
2019-Q3,MO,94,Independent Power Producers,0,0,,dollars per short ton,short tons,short tons
2019-Q3,MS,94,Independent Power Producers,,699883,,dollars per short ton,short tons,short tons
2019-Q3,MT,94,Independent Power Producers,,2644425,,dollars per short ton,short tons,short tons
2019-Q3,NC,94,Independent Power Producers,,14212,,dollars per short ton,short tons,short tons
2019-Q3,NJ,94,Independent Power Producers,,129339,,dollars per short ton,short tons,short tons
2019-Q3,NV,94,Independent Power Producers,,165791,,dollars per short ton,short tons,short tons
2019-Q3,NY,94,Independent Power Producers,0,39766,,dollars per short ton,short tons,short tons
2019-Q3,OH,94,Independent Power Producers,,4691068,,dollars per short ton,short tons,short tons
2019-Q3,PA,94,Independent Power Producers,,4659295,,dollars per short ton,short tons,short tons
2019-Q3,RI,94,Independent Power Producers,0,0,,dollars per short ton,short tons,short tons
2019-Q3,SC,94,Independent Power Producers,,48103,,dollars per short ton,short tons,short tons
2019-Q3,TX,94,Independent Power Producers,,10971245,,dollars per short ton,short tons,short tons
2019-Q3,UT,94,Independent Power Producers,0,100159,,dollars per short ton,short tons,short tons
2019-Q3,VA,94,Independent Power Producers,,49897,,dollars per short ton,short tons,short tons
2019-Q3,WA,94,Independent Power Producers,,1553397,,dollars per short ton,short tons,short tons
2019-Q3,WV,94,Independent Power Producers,47.92,1492621,,dollars per short ton,short tons,short tons
2019-Q3,WY,94,Independent Power Producers,,137354,,dollars per short ton,short tons,short tons
2019-Q3,AK,98,Electric Power,52.14,166996,,dollars per short ton,short tons,short tons
2019-Q3,AL,98,Electric Power,43.56,4040451,,dollars per short ton,short tons,short tons
2019-Q3,AR,98,Electric Power,,4268272,,dollars per short ton,short tons,short tons
2019-Q3,AZ,98,Electric Power,49.29,4219017,,dollars per short ton,short tons,short tons
2019-Q3,CA,98,Electric Power,0,0,,dollars per short ton,short tons,short tons
2019-Q3,CO,98,Electric Power,32.54,3750589,,dollars per short ton,short tons,short tons
2019-Q3,CT,98,Electric Power,0,1745,,dollars per short ton,short tons,short tons
2019-Q3,DE,98,Electric Power,0,54318,,dollars per short ton,short tons,short tons
2019-Q3,FL,98,Electric Power,66.75,2763394,,dollars per short ton,short tons,short tons
2019-Q3,GA,98,Electric Power,54.17,4528737,,dollars per short ton,short tons,short tons
